MO;DY;HR;sinα;Ho
1;29;17;0.048;67.68
1;29;18;0.0;0.0
1;29;19;0.0;0.0
1;29;20;0.0;0.0
1;29;21;0.0;0.0
1;29;22;0.0;0.0
1;29;23;0.0;0.0
1;30;0;0.0;0.0
1;30;1;0.0;0.0
1;30;2;0.0;0.0
1;30;3;0.0;0.0
1;30;4;0.0;0.0
1;30;5;0.0;0.0
1;30;6;0.0;0.0
1;30;7;0.0;0.0
1;30;8;0.0;0.0
1;30;9;0.04;55.67
1;30;10;0.161;226.63
1;30;11;0.255;358.66
1;30;12;0.315;442.76
1;30;13;0.337;473.21
1;30;14;0.319;447.94
1;30;15;0.262;368.65
1;30;16;0.171;240.76
1;30;17;0.052;72.98
1;30;18;0.0;0.0
1;30;19;0.0;0.0
1;30;20;0.0;0.0
1;30;21;0.0;0.0
1;30;22;0.0;0.0
1;30;23;0.0;0.0
1;31;0;0.0;0.0
1;31;1;0.0;0.0
1;31;2;0.0;0.0
1;31;3;0.0;0.0
1;31;4;0.0;0.0
1;31;5;0.0;0.0
1;31;6;0.0;0.0
1;31;7;0.0;0.0
1;31;8;0.0;0.0
1;31;9;0.043;61.05
1;31;10;0.165;232.21
1;31;11;0.259;364.4
1;31;12;0.319;448.61
1;31;13;0.341;479.1
1;31;14;0.323;453.79
1;31;15;0.266;374.41
1;31;16;0.175;246.36
1;31;17;0.056;78.38
1;31;18;0.0;0.0
1;31;19;0.0;0.0
1;31;20;0.0;0.0
1;31;21;0.0;0.0
1;31;22;0.0;0.0
1;31;23;0.0;0.0
2;1;0;0.0;0.0
2;1;1;0.0;0.0
2;1;2;0.0;0.0
2;1;3;0.0;0.0
2;1;4;0.0;0.0
2;1;5;0.0;0.0
2;1;6;0.0;0.0
2;1;7;0.0;0.0
2;1;8;0.0;0.0
2;1;9;0.047;66.54
2;1;10;0.169;237.91
2;1;11;0.263;370.25
2;1;12;0.323;454.56
2;1;13;0.345;485.08
2;1;14;0.327;459.74
2;1;15;0.271;380.27
2;1;16;0.179;252.07
2;1;17;0.06;83.89
2;1;18;0.0;0.0
2;1;19;0.0;0.0
2;1;20;0.0;0.0
2;1;21;0.0;0.0
2;1;22;0.0;0.0
2;1;23;0.0;0.0
2;2;0;0.0;0.0
2;2;1;0.0;0.0
2;2;2;0.0;0.0
2;2;3;0.0;0.0
2;2;4;0.0;0.0
2;2;5;0.0;0.0
2;2;6;0.0;0.0
2;2;7;0.0;0.0
2;2;8;0.0;0.0
2;2;9;0.051;72.14
2;2;10;0.173;243.7
2;2;11;0.268;376.21
2;2;12;0.328;460.61
2;2;13;0.35;491.17
2;2;14;0.332;465.8
2;2;15;0.275;386.23
2;2;16;0.184;257.88
